Iteration	Posterior	Likelihood	Prior	r1	r2
68000	-19.1848	-23.606	4.42126	0.06738245	0.01112801
68500	-19.0943	-23.8557	4.76143	0.05805801	0.003443912
69000	-15.8406	-21.5626	5.72205	0.01287996	0.000590797
69500	-24.2233	-23.0506	-1.17271	0.3179296	0.0402792
70000	-14.9481	-20.743	5.79495	0.009472646	0.0003529951
70500	-16.9554	-22.6139	5.65853	0.01596305	0.0006837264
71000	-19.5475	-24.5097	4.96217	0.04266381	0.00880068
71500	-15.098	-20.9331	5.83511	0.007483972	0.0003338845
72000	-17.4836	-23.0142	5.53056	0.021799	0.00124614
72500	-20.6782	-24.2659	3.58773	0.1005876	0.01959892
73000	-18.1922	-22.9751	4.7829	0.05524343	0.005184711
73500	-17.7559	-23.3244	5.56847	0.01794122	0.003208643
74000	-18.1062	-23.185	5.07885	0.0398126	0.00581812
74500	-20.0704	-23.4224	3.35199	0.114281	0.01769299
75000	-15.1555	-21.0755	5.91999	0.003194375	0.0003794304
75500	-18.3159	-23.0823	4.76645	0.05645362	0.004797244
76000	-16.016	-21.7147	5.69869	0.01372504	0.0009135151
76500	-20.112	-24.4172	4.30524	0.07019695	0.01411406
77000	-16.8465	-22.3719	5.52537	0.02090263	0.00240213
77500	-21.0955	-23.0281	1.93265	0.1805635	0.02237702
78000	-19.1214	-23.9775	4.85616	0.04794717	0.008817964
78500	-20.0447	-22.9847	2.93996	0.136618	0.01595742
79000	-19.0479	-23.2628	4.21489	0.08241006	0.006418557
79500	-19.263	-23.561	4.29803	0.07282458	0.0118472
80000	-15.3079	-21.063	5.75505	0.01158549	0.0002354181
80500	-16.1144	-21.82	5.70559	0.01367382	0.000620104
81000	-21.0855	-26.2462	5.16063	0.03275037	0.008791368
81500	-17.1965	-22.7906	5.59409	0.01882168	0.001047213
82000	-16.0594	-21.8648	5.80539	0.008068045	0.001235503
82500	-14.698	-20.5367	5.83867	0.007622256	1.726111e-05
83000	-15.7384	-21.6172	5.87878	0.004718884	0.0009153939
83500	-18.122	-22.9238	4.80175	0.0539141	0.005571391
84000	-17.3992	-22.7986	5.39947	0.02756156	0.002037984
84500	-17.4247	-22.6928	5.26803	0.0326753	0.00349654
85000	-15.1531	-21.0348	5.88173	0.005014773	0.0004720883
85500	-17.7807	-22.8844	5.1037	0.04071541	0.003672816
86000	-17.9553	-23.3904	5.43502	0.02638352	0.001438489
86500	-17.0139	-22.5671	5.55319	0.02050063	0.001413089
87000	-18.7574	-22.9614	4.20401	0.08084521	0.008527643
87500	-20.1103	-24.5818	4.47155	0.06293056	0.01306525
88000	-21.6047	-24.2662	2.66147	0.1393477	0.0271521
88500	-17.2121	-22.593	5.38092	0.0274108	0.003116667
89000	-18.5249	-23.1929	4.66801	0.05799091	0.008181956
89500	-15.0004	-20.8299	5.82948	0.007820527	0.000278806
90000	-19.7406	-23.1803	3.43967	0.1120451	0.01554448
90500	-20.9786	-23.0214	2.04274	0.1805024	0.0169337
91000	-20.5705	-24.2195	3.64904	0.09817966	0.01894168
91500	-16.9232	-22.61	5.68674	0.01310979	0.002126322
92000	-19.3494	-23.0324	3.68301	0.1056427	0.009780235
92500	-18.7372	-23.3709	4.63369	0.06328773	0.004600982
93000	-17.1195	-22.6367	5.51724	0.02084628	0.002864759
93500	-20.9705	-26.2937	5.32316	0.02625236	0.00716279
94000	-14.9965	-20.832	5.83549	0.007597304	0.0002014295
94500	-20.9715	-24.0835	3.11202	0.1212729	0.02269947
95000	-19.0949	-22.9655	3.87056	0.09545591	0.01058939
95500	-20.841	-23.3726	2.53169	0.1501832	0.02280552
96000	-20.6178	-23.0017	2.38394	0.1645316	0.01584456
96500	-18.847	-24.1275	5.28044	0.02972205	0.005829219
97000	-15.0582	-20.838	5.77987	0.01018606	0.0003937224
97500	-17.571	-23.2405	5.66951	0.0157986	0.000299015
98000	-19.2324	-23.8876	4.65518	0.0566648	0.01014944
98500	-18.8283	-23.1407	4.31235	0.07391473	0.01004104
99000	-18.7496	-23.1644	4.41485	0.06927269	0.00955791
99500	-19.3052	-23.3229	4.01775	0.08590198	0.01278352
100000	-18.616	-23.6323	5.01632	0.04169057	0.007066616
100500	-19.9237	-23.1182	3.19459	0.1233697	0.01647394
101000	-17.3943	-22.8193	5.42502	0.02644322	0.00187914
101500	-16.723	-22.3294	5.60645	0.01704609	0.002204687
102000	-16.3809	-22.0215	5.6406	0.0162191	0.001324211
102500	-17.2042	-23.097	5.8928	0.003646934	0.001286406
103000	-18.6479	-23.4215	4.77359	0.05266428	0.008229245
103500	-16.8354	-22.3791	5.54374	0.02070593	0.001680229
104000	-18.2959	-23.2644	4.9685	0.04766308	0.003484991
104500	-19.9133	-22.9727	3.05941	0.1316407	0.01496181
105000	-19.0658	-24.292	5.22626	0.03657346	0.001686853
105500	-17.4466	-22.7388	5.29223	0.03120148	0.003760109
106000	-16.8046	-22.3453	5.54074	0.02020165	0.002334466
106500	-17.7916	-22.8451	5.05353	0.04254168	0.004354976
107000	-18.3866	-23.044	4.65736	0.06125386	0.00545124
107500	-19.1324	-23.571	4.43859	0.0667417	0.01090227
108000	-15.5522	-21.2954	5.74324	0.01218858	0.0002227955
108500	-15.5401	-21.2852	5.74505	0.01221395	0.0001069574
109000	-18.0841	-22.9808	4.89671	0.04866066	0.006077204
109500	-18.9725	-23.0073	4.03483	0.08725955	0.01057237
110000	-19.4588	-23.4174	3.95864	0.08803393	0.01360755
110500	-18.6057	-23.2509	4.64514	0.0587888	0.008527645
111000	-18.1667	-23.6964	5.52971	0.02210627	0.0009816197
111500	-16.9493	-22.5953	5.64594	0.01497451	0.002301624
112000	-18.9784	-23.0256	4.04716	0.0865071	0.01070822
112500	-19.7853	-23.1732	3.38785	0.1202648	0.009915819
113000	-15.0385	-20.8125	5.77397	0.01059301	0.0002817771
113500	-16.0585	-21.7867	5.72823	0.01311009	5.160698e-05
114000	-19.5852	-22.977	3.39179	0.1165834	0.01340021
114500	-18.9694	-23.1682	4.19887	0.07876264	0.0108669
115000	-20.3178	-24.8491	4.53133	0.05995131	0.0130552
115500	-18.6597	-22.9591	4.2994	0.07649865	0.008104595
116000	-19.8638	-22.9792	3.11544	0.1306962	0.01310494
116500	-18.9459	-24.1286	5.18266	0.03853835	0.001902026
117000	-15.3692	-21.1214	5.7522	0.01163729	0.0003260755
117500	-20.8583	-24.2974	3.43916	0.1066897	0.02092542
118000	-20.4459	-23.0953	2.64943	0.1536874	0.01341433
118500	-15.5021	-21.3666	5.86451	0.006098512	0.0002489694
119000	-15.1412	-20.9096	5.76841	0.0108023	0.0003504024
119500	-19.3875	-22.9745	3.58701	0.1078938	0.0123287
120000	-20.779	-24.4902	3.71114	0.09470966	0.01930655
120500	-19.9023	-23.0481	3.14578	0.1263168	0.01596731
121000	-16.3679	-22.0605	5.69263	0.0143241	0.0006178701
121500	-20.3659	-23.1023	2.73641	0.1497556	0.01299694
122000	-21.2003	-25.1945	3.99427	0.08118108	0.01867851
122500	-19.3595	-22.9704	3.61094	0.1069482	0.01207815
123000	-16.6101	-22.1887	5.57861	0.01880527	0.001837402
123500	-23.7984	-23.5363	-0.262116	0.2692739	0.04340517
124000	-22.0515	-24.4353	2.38376	0.1716849	0.008700513
124500	-19.8229	-23.7242	3.90135	0.08925828	0.01524724
125000	-15.9827	-21.6989	5.71614	0.01323498	0.0005313754
125500	-14.7115	-20.5074	5.79584	0.009647602	0.0001336226
126000	-15.1208	-20.9175	5.79675	0.0091826	0.0005530209
126500	-15.3011	-21.1611	5.86004	0.00587777	0.0006933689
127000	-20.3762	-23.4303	3.05415	0.1370306	0.009835069
127500	-15.3987	-21.1531	5.75438	0.0112347	0.0006196388
128000	-15.1545	-21.0343	5.87974	0.005097437	0.0004888443
128500	-17.7044	-22.8774	5.17304	0.03767687	0.003244218
129000	-19.6078	-24.8953	5.28747	0.02873374	0.00646596
129500	-20.0955	-24.0284	3.93294	0.08687121	0.01605502
130000	-15.5231	-21.3898	5.86675	0.005983172	0.0002525338
130500	-20.9821	-23.0326	2.05047	0.1803489	0.01670069
131000	-18.6137	-23.3696	4.7559	0.05357359	0.008204736
131500	-22.4523	-23.5749	1.12256	0.209281	0.034164
132000	-15.2192	-21.0682	5.84905	0.006555899	0.0005647355
132500	-19.7738	-23.0058	3.23201	0.1259181	0.01205454
133000	-16.9368	-22.452	5.51513	0.0212259	0.002590726
133500	-17.8366	-22.858	5.02148	0.04394464	0.004554789
134000	-20.9347	-23.6871	2.75239	0.1385439	0.02340993
134500	-19.2065	-23.5013	4.29485	0.07933214	0.005498468
135000	-15.1402	-21.0248	5.88461	0.004800175	0.0005427947
135500	-18.6756	-22.9591	4.28346	0.07718067	0.008219411
136000	-18.838	-23.0042	4.16628	0.08141919	0.009839795
136500	-15.2445	-21.0994	5.85488	0.006434017	0.0003954392
137000	-16.2093	-21.8828	5.6736	0.01481193	0.001081455
137500	-23.6932	-23.042	-0.651169	0.3042437	0.02788802
138000	-18.4462	-23.0513	4.60509	0.06142538	0.007893514
138500	-15.1369	-20.9775	5.84055	0.007262414	0.0002832014
139000	-16.1034	-21.7904	5.68707	0.01421009	0.00100952
139500	-21.8336	-25.0056	3.17201	0.1350888	0.005883848
