Iteration	Posterior	Likelihood	Prior	r12	r14	r15	r2	r3	r5	r8	r9
471500	-2.83018	-20.9851	18.1549	0.06300915	0.000539987	0.004705409	0.007228815	0.04723133	0.01506667	0.08857808	0.06418907
472000	-4.85621	-20.8544	15.9982	0.06677284	0.001003401	0.0003557409	0.05810552	0.07503823	0.06204761	0.05415776	0.08090414
472500	-0.642554	-19.6153	18.9728	0.05832269	0.0007848571	0.0005675806	0.002365744	0.01251656	0.02084358	0.06414236	0.09011106
473000	0.898196	-18.1467	19.0449	0.06864127	2.131668e-05	0.001708971	0.009294607	0.003299259	0.009036137	0.1324694	0.0215786
473500	-4.75018	-21.4271	16.6769	0.07658046	0.001953596	0.002369666	0.02828392	0.1658396	0.03132739	0.03930565	0.01878853
474000	-2.84524	-19.2383	16.3931	0.07118153	0.0004572619	0.003384939	0.001726971	0.1721079	0.07281312	0.002697647	0.05427093
474500	2.97398	-17.7131	20.6871	0.0003091494	0.0001782068	0.0004981056	0.01511595	0.04066899	0.01549727	0.0719428	0.01972749
475000	-4.87214	-20.0194	15.1472	0.06934846	0.00368117	0.0004930995	0.006457237	0.08899548	0.0569884	0.1021509	0.1128169
475500	-3.83274	-19.1893	15.3566	0.04350972	0.0008123741	0.001386289	0.003567673	0.03314842	0.02628285	0.3128178	0.008938396
476000	-0.424489	-18.4783	18.0538	0.08272954	0.0002934226	0.000683922	0.0009985769	0.02432561	0.1380053	0.007007298	0.04155721
476500	-3.05507	-20.7591	17.7041	0.03920001	0.0004384243	0.0007079988	0.02655699	0.01267973	0.09752003	0.02537349	0.1106132
477000	-13.1227	-19.9189	6.79613	0.2493318	0.001984936	0.01576837	0.07469555	0.09541467	0.3946652	0.02548928	0.001136905
477500	-4.82298	-19.6045	14.7815	0.1089163	0.002437624	0.004648653	0.06646235	0.02873035	0.1042278	0.1291772	0.01461634
478000	-2.40056	-19.4161	17.0156	0.02654092	0.002107292	0.0009373607	0.04296809	0.05121127	0.05837976	0.1435465	0.02182335
478500	-7.00402	-21.4327	14.4287	0.08707203	0.005961065	0.004615977	0.04444652	0.02851478	0.002508309	0.1819878	0.1217535
479000	-12.6984	-20.2369	7.53852	0.1045035	0.009114022	0.001215409	0.0148244	0.2462265	0.2165462	0.2227852	0.00615181
479500	-6.7065	-19.5892	12.8827	0.1663491	0.0001092192	0.003718695	0.0502248	0.05734421	0.2529424	0.008327066	0.015141
480000	-1.35529	-18.6534	17.2982	0.05046856	0.0007284239	0.002668556	0.008224996	0.01119901	0.07313526	0.1774023	0.009557793
480500	-2.77058	-20.4435	17.673	0.002236205	0.002037406	0.001863418	0.1051628	3.162172e-06	0.04271282	0.1190621	0.04156725
481000	-1.53875	-20.0893	18.5506	0.0227199	0.003702327	0.001048189	0.03568198	0.02249615	0.02409953	0.1449937	0.01602292
481500	-6.70867	-21.7033	14.9947	0.1125152	0.0008451445	0.001647966	0.05082727	0.1804341	0.02643278	0.04093083	0.0349265
482000	-7.51851	-23.915	16.3965	0.0002268424	0.01288714	0.0004332076	0.01847527	0.01139035	0.007109392	0.1961776	0.13177
482500	-2.63204	-18.3089	15.6768	0.1613006	0.0004056808	0.003869584	0.01862916	0.006068088	0.1291857	0.08469027	0.01030312
483000	-1.45574	-20.1542	18.6985	0.04006239	0.0006207661	0.003709157	0.03385411	0.00400786	0.05735621	0.110464	0.01329289
483500	-3.10168	-21.6544	18.5527	0.02599201	0.0001637759	0.001674239	0.09905135	0.03189294	0.01301192	0.09246025	0.006411094
484000	-0.688504	-18.4504	17.7619	0.1138474	0.0006609642	0.005490443	5.332637e-05	0.008882335	0.006962355	0.1655108	0.008788965
484500	-3.40015	-20.475	17.0748	0.05273225	0.001229359	0.0005524382	0.06036224	0.1315384	0.08034914	0.01100084	0.006786697
485000	-3.41375	-20.1754	16.7617	0.1391976	0.001794928	0.008597766	0.01621281	0.004321368	0.06763749	0.1179597	0.004487016
485500	-4.30969	-19.5654	15.2558	0.0985001	0.002212111	0.004077054	0.03794772	0.008867006	0.07845526	0.1759349	0.02951108
486000	-4.52018	-19.2277	14.7075	0.1577945	0.0004498831	0.009782127	0.02751084	0.01626555	0.08819387	0.1534776	0.009441857
486500	-2.83232	-22.9141	20.0818	0.04242709	0.005194176	7.203742e-05	0.02740195	0.01373263	0.03151969	0.07099222	0.002863718
487000	-3.51598	-18.9666	15.4506	0.1408412	0.000353995	0.007380762	0.02290716	0.0522019	0.0006979314	0.1493412	0.0520389
487500	-0.530195	-17.8717	17.3415	0.03177167	0.0004483447	0.0007093893	0.003880251	0.04142054	0.1143701	0.09463831	0.04397943
488000	2.77271	-18.912	21.6847	0.01777552	0.0009072282	0.0004552332	0.01227405	0.00609856	0.005702411	0.06493629	0.005906975
488500	-2.82686	-21.1636	18.3368	0.04402065	0.003392435	0.001576397	0.009407182	0.07505097	0.03891808	0.0674559	0.04163296
489000	1.94349	-18.9067	20.8502	0.02285631	0.0001267396	0.0005350684	0.04357691	0.01398842	0.04227128	0.01432691	0.01810339
489500	-3.63024	-19.9064	16.2762	0.0193904	0.002015519	0.0003155958	0.03889769	0.1078245	0.1086815	0.0529109	0.05444707
490000	-5.01211	-20.9804	15.9683	0.02861994	0.001385998	0.002801891	0.03133704	0.009880607	0.07733936	0.1857903	0.06272276
490500	-1.58072	-19.879	18.2982	0.08361089	0.0008382618	0.002568521	0.05312106	0.04591763	0.05683544	0.02700633	0.01348238
491000	-3.61825	-18.8306	15.2124	0.04703438	0.0001448775	0.001362965	0.01911426	0.06258435	0.06994001	0.07361447	0.1638777
491500	-3.03778	-19.4021	16.3644	0.1016151	0.001873161	0.001304626	0.01133713	0.05135603	0.07118046	0.1262365	0.01517145
492000	-4.26862	-19.7495	15.4809	0.03803795	0.0004527422	0.00260992	0.01454254	0.0638507	0.1190514	0.1734809	0.01222106
492500	1.40542	-19.5231	20.9285	0.02139113	0.001073345	0.0004747406	0.00306704	0.02334114	0.08086374	0.01147696	0.01017836
493000	-2.42356	-19.5912	17.1676	0.05158981	0.0006493469	0.002787209	0.009362709	0.1110797	0.08369177	0.0186517	0.06210027
493500	3.018	-17.6784	20.6964	0.004309435	4.169707e-05	0.0001196252	0.01971298	0.002728607	0.1055967	0.02831806	0.002643539
494000	-4.27568	-21.1876	16.912	0.00369104	0.003649953	0.002036396	0.02386749	0.01976863	0.005845529	0.2094036	0.08443228
494500	-7.60193	-20.0715	12.4695	0.04807959	0.0002725711	0.0009453619	0.1043773	0.06563853	0.1275132	0.1426874	0.08530291
495000	0.291123	-20.1711	20.4622	0.05974573	4.36207e-05	0.002847245	0.04153278	0.009930737	0.02641351	0.01497113	0.01969913
495500	-6.64545	-20.9202	14.2747	0.05362298	0.001742368	0.002349375	0.02987793	0.2315548	0.1477042	0.001221296	0.01648472
496000	-4.4105	-19.5574	15.1469	0.1206521	0.001882751	0.003985863	0.0380059	0.06662385	0.1142552	0.05841802	0.03712648
496500	-2.83967	-20.0372	17.1975	0.1660688	0.001144705	0.004957108	0.01818632	0.01770658	0.08699804	0.02709457	0.01626262
497000	-1.2741	-19.537	18.2629	0.003104492	0.0007312562	0.0003949397	0.05602771	0.02426055	0.0661734	0.0602027	0.07425485
497500	3.43571	-17.3748	20.8105	0.0003745525	0.000382768	0.0001081718	0.03002582	0.005374382	0.0581106	0.05272923	0.01066267
498000	-3.50586	-19.6377	16.1318	0.1170561	0.002061881	0.003309935	0.02640063	0.02342515	0.09592461	0.0977974	0.02572479
498500	-3.52883	-20.4576	16.9288	0.0442832	0.002614834	0.002058812	0.005924029	0.08406078	0.02158258	0.09918938	0.09214151
499000	-1.55016	-19.9799	18.4297	0.07611951	2.92375e-06	0.00194683	0.009731186	0.06986433	0.02397074	0.07818675	0.01698468
499500	0.664468	-18.4183	19.0828	0.09806642	3.578278e-05	0.004565171	0.0005614766	0.01617426	0.02748618	0.07966452	0.0176014
500000	-8.1352	-19.9859	11.8507	0.1612686	0.0009847763	0.00670145	0.02111331	0.1901313	0.06174235	0.01686628	0.1469491
500500	-3.61692	-20.7637	17.1468	0.08238178	0.003512992	0.004313422	0.005508078	0.06780706	0.00456222	0.1134792	0.0593881
501000	-4.82703	-19.8271	15.0001	0.1519446	0.003770555	0.002192551	0.02086149	0.08446081	0.1103114	0.07359388	0.001154387
501500	-1.73904	-20.4695	18.7304	0.09789594	0.000430934	0.004974879	0.02872531	0.04359491	0.05894073	0.02582877	0.001380351
502000	-1.55007	-19.6136	18.0635	0.1479739	0.0005522215	0.004275301	0.02622153	0.01928907	0.08235002	0.0006099629	0.01384543
502500	0.540732	-17.4977	18.0384	0.004062825	3.658617e-05	0.0001177178	0.003112584	0.05170613	0.01970205	0.05303827	0.1645974
503000	-4.75232	-19.3251	14.5728	0.05566688	9.351941e-05	0.00319976	0.02586722	0.2225535	0.05048564	0.03725463	0.074533
503500	-2.05091	-20.1217	18.0707	0.04783204	0.0004121983	0.003958526	0.01319929	0.008256251	0.04417289	0.1588694	0.0180548
504000	-0.158959	-19.3036	19.1447	0.05589158	0.0009257219	0.002141515	0.02018892	0.007945918	0.05432275	0.0796667	0.01997616
504500	-3.82269	-19.2642	15.4415	0.07917591	0.000234386	0.004011837	0.06368018	0.05138704	0.1262169	0.05345174	0.0480618
505000	-6.86227	-22.7137	15.8515	0.2505356	0.0009368164	0.02659273	0.01173692	0.01777452	0.03299736	0.05130159	0.01384362
505500	-2.68902	-19.6786	16.9896	0.08844611	0.001136515	0.001340849	0.01611369	0.08027331	0.03529223	0.05053968	0.07567093
506000	-6.08122	-19.8104	13.7292	0.05307069	0.006158504	0.001154143	0.002802302	0.08115595	0.01754658	0.3140449	0.035899
506500	2.44357	-17.8057	20.2493	0.02615504	0.0005888388	4.038132e-06	0.007307688	0.025873	0.09933654	0.008256196	0.01830849
507000	-8.90364	-21.6256	12.722	0.2430445	0.001626009	0.003720227	0.08092994	0.04838404	0.04391323	0.04039715	0.1001784
507500	-4.01652	-21.2833	17.2668	0.06644346	0.001551926	0.001229619	0.01708556	0.1775301	0.03993373	0.01560474	0.01557253
508000	-0.749854	-19.5466	18.7967	0.04763327	0.001999303	0.001542501	0.008078413	0.0398194	0.02426497	0.09247279	0.04264525
508500	-6.46169	-20.9334	14.4717	0.01335586	0.001725742	0.002045302	0.1485981	0.02454812	0.1556779	0.09959945	0.02915906
509000	-1.94032	-18.5077	16.5674	0.05628594	0.0001852809	0.001414062	0.03659682	0.008416282	0.1544285	0.1013923	0.01120258
509500	-2.92964	-20.1075	17.1779	0.00773761	0.002181789	0.0007305392	0.06778059	0.03646037	0.02023788	0.1428807	0.06139092
510000	-2.23388	-19.2584	17.0245	0.0767405	0.002211242	0.001211534	0.005295022	0.04636958	0.09078534	0.08807735	0.03637752
510500	-2.16233	-19.5591	17.3968	0.009559853	0.0001332256	0.001235556	0.0117277	0.02631842	0.004434788	0.1344819	0.1405614
511000	-0.415604	-19.6577	19.2421	0.03298001	0.00194902	0.0004717749	0.03265019	0.001581476	0.05238939	0.1125995	0.001565039
511500	1.16019	-18.9344	20.0945	0.01805733	0.001742939	0.0005594622	0.0071193	0.01717858	0.04027469	0.09287589	0.01575758
512000	-7.82299	-20.4071	12.5841	0.3207481	0.0007535883	0.01829061	0.03803636	0.0810168	0.004615646	0.05956989	0.04605767
512500	-6.33381	-20.2054	13.8716	0.1429963	0.003649013	0.001334476	0.02243262	0.1406199	0.09959321	0.08918269	0.004904318
513000	-5.31725	-20.3209	15.0037	0.03824895	0.0005149024	0.002796131	0.002750053	0.07958535	0.1017824	0.1414877	0.08094486
513500	-0.212548	-19.466	19.2534	0.007073563	0.0009230849	0.0004025955	0.04901935	0.0349297	0.01763485	0.1074634	0.01817542
514000	-2.23798	-18.3695	16.1315	0.01127179	0.0007460523	0.0003262499	0.04275875	0.1066109	0.1116351	0.07168263	0.04668744
514500	-1.5633	-21.057	19.4937	0.0004924188	0.0007227259	0.0007802363	0.01702901	0.02591689	0.07813148	0.03935828	0.06117855
515000	-7.3398	-21.5165	14.1767	0.2980525	0.0004439482	0.01885579	0.08404917	0.03088938	0.02309368	0.02639936	0.007674273
515500	-8.08362	-21.5251	13.4415	0.0329086	0.007142328	0.00218877	0.03310328	0.1387921	0.02349042	0.1747809	0.1138111
516000	-8.44165	-20.7316	12.29	0.1381296	0.0004666813	0.004043943	0.08563324	0.103315	0.1404292	0.1026383	0.009137587
516500	-2.07221	-21.7375	19.6653	0.06057639	0.001326477	0.002126095	0.06081116	0.02744746	0.01617544	0.03074816	0.01581699
517000	-8.10648	-24.6193	16.5128	0.04439805	0.001581008	0.008427065	0.06298287	0.09919678	0.004644799	0.1279776	0.02344233
517500	3.5597	-18.3054	21.8651	0.01773473	0.0002511042	0.0007242583	0.003393087	0.03368001	0.004353661	0.02161436	0.02328471
518000	-1.31584	-19.143	17.8271	0.05163022	0.0006170823	0.0004425778	0.04569656	0.04320271	0.1517559	0.006201172	0.007391339
518500	-0.273677	-20.8675	20.5939	0.07185769	0.0006111099	0.005160128	0.01834877	0.01147903	0.03148596	0.0218734	0.007784048
519000	-5.94033	-19.4561	13.5158	0.1919439	0.0005995686	0.005790949	0.09543846	0.00603108	0.0435577	0.1478299	0.03131198
519500	-3.44834	-20.0108	16.5625	0.03623499	0.002324129	0.002164731	0.01401584	0.08574019	0.05128497	0.1545671	0.02383829
520000	-2.91332	-20.3674	17.4541	0.1153651	0.002858594	0.0008423571	0.02200417	0.06123524	0.06989641	0.04561353	0.007774538
520500	-1.29221	-18.2371	16.9449	0.01518874	0.0005972087	0.0001798134	0.04559607	0.07975175	0.1622608	0.002191664	0.04528319
521000	-6.1304	-20.9667	14.8363	0.1707353	0.001261132	0.003311942	0.1365786	0.03047703	0.08348288	0.02115202	0.009480094
521500	-1.35888	-18.3718	17.0129	0.02149366	0.0002407951	0.0003052965	0.006939327	0.08981995	0.009528248	0.1356459	0.08367535
522000	-4.87934	-19.5847	14.7053	0.07156	0.0004408552	0.001445217	0.1323291	0.003498256	0.1612927	0.06490009	0.02756048
522500	-4.23292	-19.5578	15.3249	0.07828241	0.002412999	0.003355375	0.07449007	0.01621428	0.04474438	0.1738982	0.03865182
523000	-1.64557	-19.5534	17.9078	0.09855427	0.001399238	0.003114718	0.01054659	0.07566861	0.07922808	0.01728358	0.01710776
523500	-9.19581	-20.7502	11.5544	0.1523802	0.003521443	0.002847664	0.05603733	0.1787102	0.1057429	0.03196132	0.08937197
524000	-4.2684	-20.1115	15.8431	0.01226521	0.001075579	0.00154351	0.1305954	0.04479365	0.03940343	0.09785301	0.0786061
524500	-6.73586	-23.8416	17.1057	0.05527852	0.0001019843	0.008958856	0.05505685	0.05951728	0.1019035	0.04113288	0.02105725
525000	-0.620003	-19.1822	18.5622	0.02668479	0.001443746	0.001124419	0.001313051	0.07114722	0.01440338	0.1310062	0.02306143
525500	-7.67137	-22.1483	14.477	0.05487341	0.00259172	0.002995395	0.03877663	0.240862	0.02936838	0.08944025	0.01553631
526000	-1.12124	-19.4122	18.291	0.07830083	0.0002359849	0.001955042	0.04010175	0.0510222	0.06097579	0.003399205	0.0477535
526500	-2.37335	-21.5605	19.1871	0.0355867	0.00122769	0.002980148	0.0006152758	0.04413537	0.1417912	0.01245257	0.0001470313
527000	-0.493584	-19.6459	19.1523	0.1035365	0.0001663827	0.005983872	0.01601539	0.04845516	0.04996551	0.006238549	0.0103172
527500	2.15533	-18.1648	20.3201	0.005289485	0.001092785	2.530194e-06	0.05084644	0.01295539	0.06012365	0.04705722	0.004920755
528000	-0.774423	-18.4211	17.6466	0.01964358	0.0003407754	0.0008320378	0.0289702	0.02176406	0.1482926	0.08743882	0.008678385
528500	-3.40725	-21.2015	17.7943	0.1057614	0.000992313	0.002970344	0.03315176	0.0195586	0.01913242	0.04359233	0.08342115
529000	0.00911716	-18.8313	18.8404	0.01100071	0.003312985	0.0002539073	0.007358117	0.03628866	0.02572548	0.142043	0.03028765
529500	-1.37465	-20.2154	18.8408	0.05958578	0.001511524	0.002052422	0.03950077	0.0210531	0.04790308	0.05486921	0.02977923
530000	-1.00737	-18.1278	17.1205	0.2789896	7.726961e-05	0.00838265	0.000427813	0.01441231	0.01447779	0.023219	0.002282502
530500	-4.46716	-19.6839	15.2168	0.1333496	0.001851346	0.002185531	0.02576313	0.007463994	0.1589183	0.1068808	0.001042167
531000	-0.818576	-20.3453	19.5267	0.05000978	0.001394199	0.001083862	0.0143922	0.05205324	0.06907139	0.005062686	0.02889089
531500	-0.989704	-20.0918	19.1021	0.0835783	0.0001793087	0.003214406	0.02231641	0.03514398	0.06054199	0.03447072	0.003742454
532000	-0.955674	-19.7657	18.81	0.03521959	0.002245091	0.001123404	0.04245314	0.01677742	0.05298399	0.0933933	0.01359802
532500	-7.92462	-21.5314	13.6068	0.156761	0.004902926	0.01453083	0.01208226	0.008502942	0.04536893	0.2712831	0.004519967
533000	-2.74858	-19.093	16.3444	0.1017882	0.0005045747	0.004486043	0.01323996	0.09353566	0.04174798	0.09287273	0.03289813
533500	-4.40986	-21.9203	17.5104	0.04007611	0.002406557	0.001472202	0.00117569	0.04725681	0.1016881	0.07257407	0.05612164
534000	-3.28078	-19.3051	16.0244	0.04079883	0.0003436328	0.002870424	0.09649031	0.02426599	0.02078205	0.1693256	0.04219806
534500	-2.22557	-21.7122	19.4866	0.06247803	0.001205158	0.002741291	0.04673612	0.02025084	0.0743468	0.008533136	0.007671502
535000	-2.55567	-19.7001	17.1445	0.01204056	0.0006026284	0.0008217304	0.002770998	0.05997743	0.2013175	0.05221688	0.01132204
535500	-12.4344	-23.0209	10.5865	0.009873505	0.003923854	0.002044267	0.1618594	0.1750984	0.03414829	0.07779157	0.2042285
536000	-12.3969	-21.9661	9.56916	0.1801483	0.006751721	0.005178081	0.1003138	0.1615228	0.2446464	0.008501809	0.01277187
536500	-1.04974	-19.1403	18.0906	0.1447546	0.000434381	0.00670835	0.02920402	0.007023277	0.0432105	0.05723956	0.005190342
537000	-0.683887	-18.9543	18.2704	0.2100987	0.0004572337	0.009232944	0.002617693	0.001421113	0.01576278	0.04066155	0.004521798
537500	-2.80162	-19.8672	17.0655	0.07182539	4.444976e-05	0.002451275	0.08140063	0.08414197	0.0569326	0.01948785	0.02873186
538000	-1.14387	-19.8016	18.6577	0.08315488	0.0002488627	0.003482075	0.05228434	0.03481969	0.0140237	0.04449017	0.03290401
538500	-0.827913	-19.0642	18.2363	0.00486411	0.0001000356	0.000827321	0.01414505	0.09078372	0.0982512	0.005364699	0.07214
539000	-1.05404	-19.3253	18.2713	0.03747569	0.00152778	0.0001696896	0.004957046	0.03825086	0.09692906	0.04451623	0.06090303
539500	-7.44971	-19.4258	11.9761	0.07318427	0.001873263	0.001545228	0.03181037	0.0968004	0.1751084	0.08388744	0.1352808
540000	-3.70383	-23.7567	20.0528	0.04628742	0.004248507	0.000127665	0.01116782	0.07185938	0.02029859	0.03317863	0.008483849
540500	-4.12946	-20.3561	16.2267	0.0541923	0.000721735	0.003562885	0.1365657	0.02596272	0.07451463	0.07583989	0.01559902
541000	-8.44395	-20.1676	11.7237	0.1208612	0.001667983	0.00950702	0.142128	0.03925131	0.02403677	0.2142492	0.06040641
541500	1.84764	-17.4206	19.2683	0.004391805	0.0004834285	4.313433e-05	0.00277049	0.07275787	0.01728401	0.0827422	0.05440591
542000	0.552609	-19.0006	19.5532	0.02209019	0.0007782224	0.0002785191	0.00838945	0.03320128	0.06795283	0.01807163	0.06986897
542500	-6.09159	-22.0201	15.9285	0.1889021	2.856852e-05	0.02011705	0.0302393	0.1079059	0.02775744	0.01492882	0.01198843
543000	-2.89501	-19.735	16.84	0.06094284	0.001457177	0.002459633	0.01449845	0.1068703	0.1236559	0.01597801	0.03043072
543500	-3.86722	-21.3662	17.499	0.08168113	0.0007524218	0.001427688	8.893537e-05	0.04743976	0.0165784	0.007762829	0.1676119
544000	-3.15229	-20.9896	17.8374	0.07426111	0.003856607	0.003379212	0.006891997	0.07362954	0.06197783	0.07746267	0.004965985
544500	1.24972	-18.3945	19.6443	0.007473304	8.821455e-05	7.187085e-05	0.0123809	0.08217382	0.008535256	0.01248761	0.09286913
545000	-10.0176	-20.7842	10.7666	0.1131236	0.0005147759	0.002441228	0.1905549	0.01752728	0.03164418	0.2405033	0.06365201
545500	-6.2488	-20.0552	13.8064	0.05304878	0.002001121	0.004617865	0.05526676	0.1084935	0.02122129	0.1964469	0.06687647
546000	-5.95648	-21.0853	15.1288	0.1682042	0.002362541	0.004047471	0.03068623	0.03106256	0.04390092	0.07386775	0.08772003
546500	-3.28436	-19.6973	16.413	0.09896282	5.761845e-05	0.004771314	0.09663138	0.03081535	0.008689131	0.08608697	0.05162916
547000	-2.29275	-18.9543	16.6615	0.02171261	0.0001014429	0.001197831	0.0634584	0.08476982	0.07401297	0.04508069	0.07488188
547500	-6.85503	-19.2215	12.3665	0.09931066	0.003163345	0.003308327	0.02128921	0.1052253	0.04685336	0.2123121	0.08850684
548000	-3.52492	-21.974	18.449	0.09980301	0.002163964	0.0006480693	0.02864077	0.002696597	0.01337078	0.09294168	0.03557597
548500	-4.5331	-21.2909	16.7578	0.2572237	0.0008691066	0.0076823	0.02539313	0.0418216	0.02644939	0.0008698841	9.191009e-05
549000	-0.0593963	-18.9002	18.8408	0.05229678	0.0009632486	0.0009601133	0.009382412	0.03870075	0.04069828	0.07354954	0.03970237
549500	-1.40908	-18.7604	17.3513	0.02120962	0.0001186937	0.0007402389	0.02076629	0.0571562	0.0652465	0.1405123	0.02497601
550000	-10.2026	-19.627	9.42448	0.1459551	7.018004e-07	0.01148032	0.05720593	0.1276199	0.03514189	0.2991449	0.05052014
550500	-5.49676	-18.6351	13.1384	0.06618644	0.0002963979	0.002500327	0.03465443	0.1049915	0.127546	0.09642544	0.1087735
551000	-0.840995	-18.0614	17.2204	0.01715804	0.0008327465	0.0002198905	0.01559631	0.02317141	0.180112	0.06949435	0.03068933
551500	3.01555	-17.2005	20.2161	0.01411287	0.0001267737	5.366332e-05	0.008088712	0.03740674	0.05039723	0.05021545	0.027088
552000	-12.6601	-20.0017	7.34157	0.2680178	0.004881191	0.002347301	0.01505773	0.1686873	0.157147	0.06940308	0.145673
552500	-1.33992	-19.7522	18.4123	0.09099698	0.0001491748	0.007360081	0.01218834	0.007565169	0.09558605	0.05722184	0.00661251
553000	2.09413	-17.1189	19.213	0.00940137	0.0003758302	4.345773e-05	0.000969427	0.04942017	0.1121129	0.0479489	0.01737153
553500	-6.27531	-19.1523	12.877	0.08644391	0.0006255588	0.004120104	0.09824007	0.05408188	0.1032654	0.1346134	0.07305446
554000	-2.90683	-19.3118	16.405	0.1387457	0.001170144	0.002965671	0.007910725	0.01398014	0.09023637	0.09703545	0.0259979
554500	-8.6274	-21.9248	13.2974	0.1423554	0.003244477	0.01241767	0.1344523	0.03725075	0.01048743	0.1711914	0.02202327
555000	-3.91221	-19.4639	15.5517	0.1112234	0.0001962966	0.00393321	0.11003	0.02462717	0.08715528	0.0547529	0.02879035
555500	-2.19762	-20.2299	18.0323	0.03130234	0.002047014	0.0006441977	0.0530289	0.06046917	0.05983464	0.08597433	0.003378249
556000	-3.26877	-19.9652	16.6964	0.08923248	0.0003853241	0.001681315	0.03952586	0.001827898	0.012665	0.1134471	0.1047063
556500	-2.44347	-19.7424	17.299	0.1827551	0.001318652	0.009173279	0.006929867	0.01782627	0.0712119	0.04063231	0.003496953
557000	-0.163029	-18.2878	18.1248	0.01347694	0.00085451	3.234199e-05	0.02975893	0.02942543	0.1763062	0.01806876	0.02412907
557500	-5.71928	-21.6389	15.9196	0.134704	0.000492155	0.01106287	0.01611673	0.1165514	0.02054615	0.02597185	0.07686613
558000	-5.03257	-21.6825	16.6499	0.05473731	0.001423909	0.002235448	0.01371951	0.1079178	0.06464749	0.009716081	0.1113983
558500	-2.49722	-20.2009	17.7037	0.02711232	0.0006686345	0.001001275	0.04093381	0.05790523	0.02363804	0.04092068	0.1209263
559000	-4.04745	-19.0735	15.0261	0.136006	0.0002344993	0.004470498	0.05867304	0.05671354	0.1210054	0.02167017	0.04821653
559500	-3.75644	-19.7638	16.0074	0.0407665	0.0003071761	0.001347576	0.06436412	0.03380101	0.1477576	0.02449932	0.0850818
560000	-0.857638	-19.229	18.3713	0.02145999	0.001721344	0.0004627863	0.04099072	0.03030793	0.08801197	0.0900596	0.006711495
560500	2.06342	-18.2588	20.3222	0.03870854	0.0005418424	0.0004804523	0.001922281	0.007903652	0.009840618	0.1137891	0.008996545
561000	-5.71261	-19.3699	13.6573	0.1395631	0.00223474	0.007283106	0.02145891	0.04581862	0.05746859	0.2064263	0.03517654
561500	-8.44805	-25.3706	16.9226	0.1872338	0.0108033	0.005916584	0.02752002	0.003145172	0.009924888	0.09916972	0.008451861
562000	-4.4241	-23.1366	18.7125	0.03026454	0.001352107	0.004120397	0.08452695	0.008445569	0.04099284	0.057133	0.03583382
562500	-1.8633	-20.8919	19.0286	0.1536717	0.0003232438	0.0009733838	0.0133453	0.005310038	0.03701538	0.003677157	0.03254912
563000	-1.90474	-20.0152	18.1105	0.02613285	0.004137596	0.0006792616	0.01472222	0.02928405	0.05365	0.1485314	0.01563207
563500	-0.416166	-20.5422	20.126	0.01533323	0.004453222	0.0006778882	0.0047941	0.030998	0.002234933	0.09576104	0.03773874
564000	-0.722807	-19.5036	18.7808	0.02654477	0.0008314285	1.831674e-05	0.007097135	0.06041472	0.04644235	0.08335721	0.03454786
564500	-3.30852	-19.9865	16.678	0.01193697	0.001766978	0.001411624	0.09146202	0.0228038	0.04793714	0.1141563	0.07291881
565000	-0.0849157	-18.0509	17.966	0.01297102	2.781877e-05	0.0003089861	0.003756626	0.009203252	0.04764988	0.1669643	0.05910986
565500	2.42207	-18.5995	21.0215	0.0404235	0.0001571842	0.0007066642	0.005697116	0.005518361	0.001070851	0.06149015	0.03215197
566000	-3.2122	-19.039	15.8268	0.06025545	0.0004757537	0.00316027	0.001931221	0.1489719	0.04071781	0.09787287	0.05356723
566500	-7.74651	-20.4661	12.7196	0.2993538	0.0003783746	0.003684589	0.05384107	0.02165804	0.001357388	0.1259173	0.05612043
567000	-1.35451	-21.4562	20.1017	0.008713059	0.000814088	0.000806485	0.01495432	0.0889109	0.01787815	0.01325525	0.04787599
567500	-0.487397	-20.1845	19.6971	0.01004276	0.003008966	0.000235178	0.03444581	0.03274274	0.02596476	0.08389046	0.02310825
568000	-5.5841	-19.0027	13.4186	0.05524349	0.000136265	0.001465303	0.05025183	0.05027415	0.09630398	0.1477662	0.1259201
568500	-2.48509	-20.5036	18.0185	0.03263985	0.0004034669	0.002127066	0.06065387	0.01207282	0.06434722	0.1214116	0.003711407
569000	-3.61718	-19.0196	15.4024	0.2015776	0.0007041221	0.004826803	0.02158374	0.01484668	0.02347758	0.1136178	0.04753899
569500	-3.46176	-20.7166	17.2548	0.1749751	0.0004751082	0.01640899	0.03418678	0.004093245	0.07582178	0.0291724	0.0004178155
570000	-8.10039	-21.5141	13.4137	0.1855775	0.003547589	0.001153735	0.04313312	0.07887913	0.04042518	0.1190189	0.0558711
570500	-5.5791	-22.7635	17.1844	0.1100088	0.007350916	0.006870337	0.03455543	0.02419322	0.001250056	0.1397846	0.01506054
571000	-1.90794	-21.0047	19.0967	0.01198114	0.0005340387	0.001043493	0.1012596	0.05304119	0.01680904	0.03533784	0.02345101
571500	-5.85899	-20.327	14.468	0.05233954	0.001625053	0.000829986	0.0325545	0.2472702	0.105648	0.008737445	0.02588763
572000	-3.5643	-19.5544	15.9901	0.1033961	0.001880578	0.00186003	0.001425227	0.0588415	0.01446435	0.1010167	0.1159038
572500	-3.04608	-22.4482	19.4021	0.01489197	0.003981461	0.0002063157	0.01302272	0.02577857	0.03275614	0.07086867	0.06668199
