Iteration	Posterior	Likelihood	Prior	r12	r14	r15	r2	r3	r5	r8	r9
188000	-6.51844	-21.6842	15.1658	0.1576761	0.003670135	0.01195604	0.02426991	0.07317891	0.07045985	0.08053071	0.01826369
188500	-8.28523	-20.1495	11.8642	0.3079438	6.401233e-05	0.02380427	0.01039785	0.05666912	0.01922327	0.1368301	0.05014859
189000	-4.96231	-19.8548	14.8925	0.1087533	0.001184636	0.00139772	0.001589608	0.05188301	0.08747218	0.196468	0.004918925
189500	-0.733132	-18.9226	18.1895	0.1201172	0.001149477	0.001897156	0.00726539	0.02069082	0.07410442	0.05948474	0.004108025
190000	0.49033	-18.7706	19.261	0.002813937	0.001479619	0.0003752026	0.02133528	0.04448163	0.03917576	0.08229738	0.04328567
190500	-2.15228	-19.1947	17.0425	0.1529988	0.001043883	0.003007529	0.01415354	0.02070913	0.1199	0.02328455	0.01107212
191000	-8.86224	-21.9537	13.0914	0.09130562	0.008640697	0.006193588	0.05772255	0.005790678	0.03871164	0.2656096	0.06974771
191500	-3.70446	-21.8121	18.1077	0.1019591	0.003895233	0.006250268	0.008482848	0.05680952	0.02203469	0.0768961	0.01658142
192000	-8.70743	-21.791	13.0835	0.2021861	0.002388827	0.002599766	0.1070183	0.01967807	0.01780433	0.1055756	0.08686582
192500	-1.75256	-18.8993	17.1467	0.02465179	0.001413013	0.001520973	0.01005143	0.04089631	0.01265234	0.1971735	0.05259714
193000	-5.03971	-20.8325	15.7927	0.03597699	0.0006501752	0.000470425	0.007306985	0.2206127	0.04146658	0.06424091	0.037931
193500	-4.38537	-19.9882	15.6029	0.1563337	0.003628095	0.004399275	0.003620661	0.0167388	0.02519739	0.179265	0.02896624
194000	-4.76338	-20.9375	16.1741	0.009414515	0.00164364	8.358774e-06	0.05000791	0.164425	0.02351646	0.03154126	0.1090289
194500	-2.7668	-17.8472	15.0804	0.007715286	0.000899165	0.0006568804	0.002676055	0.07482448	0.004839592	0.2120366	0.1406234
195000	1.2228	-17.6858	18.9086	0.003600624	0.0007003933	7.613239e-05	0.008822407	0.02048279	0.009498034	0.1786083	0.03107304
195500	-4.28537	-19.3414	15.0561	0.2919777	0.0004603533	0.01450053	0.01430863	0.005722065	0.04961495	0.05783371	0.01107144
196000	-2.75548	-21.7474	18.9919	0.02241114	0.002859767	0.0002373264	0.0578657	0.07019701	0.03324166	0.04346876	0.01841626
196500	-13.5016	-19.1021	5.60046	0.2075613	0.003400372	0.00774746	0.07139657	0.09309908	0.2668272	0.223699	0.04453885
197000	-8.01254	-21.5645	13.5519	0.06662888	0.00384219	0.005303942	0.1126433	0.118499	0.0222071	0.1540352	0.03753649
197500	-1.43498	-21.694	20.259	0.02952541	0.003264205	0.000179861	0.008213089	0.05412817	0.02157643	0.04211748	0.0263377
198000	-4.69683	-20.4068	15.71	0.109409	0.004021837	0.004354893	0.04951539	0.04818594	0.0381849	0.1318471	0.02727601
198500	-3.45999	-20.383	16.923	0.09729046	0.002615722	0.002652131	0.01009487	0.1205596	0.06582657	0.0381853	0.01491936
199000	-2.16385	-20.9949	18.8311	0.1159003	0.0006062671	0.002474124	0.04841693	0.002578764	0.004171042	0.07209421	0.01049807
199500	-5.22247	-19.2424	14.02	0.05111672	0.0008107561	0.001541078	0.0460951	0.0005373222	0.01885463	0.3576222	0.02071653
200000	-2.84939	-19.2604	16.411	0.07756285	0.0009303583	0.003019224	0.02956505	0.05138071	0.04575097	0.1498399	0.0196951
200500	-0.0193212	-18.2703	18.251	0.02158219	9.456749e-05	0.0004410309	0.008607964	0.03565769	0.009280344	0.1798657	0.03021596
201000	-2.52225	-20.4396	17.9173	0.01712446	0.001019372	0.001075226	0.0518762	0.1132257	0.02242521	0.07276149	0.02292014
201500	1.12765	-18.6665	19.7942	0.05040344	7.756889e-05	0.001650039	0.009911014	0.01726126	0.08922924	0.007369649	0.03268186
202000	-5.24071	-22.3469	17.1062	0.06342234	0.002197502	0.0008824137	0.08140156	0.02925556	0.1530833	0.005532737	0.00720701
202500	-7.0633	-20.4646	13.4013	0.0800622	0.002123471	0.004813268	0.07260049	0.1526355	0.08063903	0.09624408	0.03911164
203000	-3.17897	-22.743	19.564	0.0722219	0.004710075	0.002032454	0.0033788	0.05037872	0.007240654	0.06791388	0.01221508
203500	-3.52761	-21.3659	17.8383	0.05730998	0.0018052	0.004316584	0.02379932	0.0567152	0.07002746	0.0614088	0.03099451
204000	-5.18339	-19.3466	14.1632	0.1097538	0.001137059	0.004719161	0.03292553	0.1320532	0.1014399	0.05978945	0.04831667
204500	-4.48156	-21.9289	17.4473	0.09415691	0.004363381	6.603934e-05	0.001995361	0.1166429	0.07979794	0.005472913	0.02343068
205000	0.750178	-18.4385	19.1887	0.02766582	0.000236908	0.0001824746	0.02539975	0.04927089	0.04953544	0.01013199	0.07643553
205500	-1.54555	-19.8311	18.2856	0.06692658	0.0003357729	0.004628527	0.006238211	0.03823382	0.02621346	0.1029281	0.03850878
206000	-0.735789	-19.507	18.7712	0.03137244	0.001665953	0.0004758802	0.02905033	0.009155222	0.06022448	0.1066582	0.021131
206500	-6.49622	-19.8773	13.3811	0.08576716	0.0003507173	0.004408915	0.02698423	0.06125199	0.1257502	0.2152126	0.009512251
207000	-10.2374	-21.2076	10.9702	0.3248409	0.006722179	0.008651579	0.05460593	0.03340253	0.09204391	0.1257629	0.003753708
207500	-0.845807	-18.9032	18.0574	0.04660863	0.0008251811	0.001698406	0.003562011	0.04999808	0.1613683	0.01217017	0.01919274
208000	-3.61582	-18.3103	14.6944	0.02253163	3.638995e-06	0.000469008	0.08838219	0.06945999	0.1755304	0.02290915	0.08428453
208500	-2.24588	-20.8788	18.6329	0.03069969	0.006253069	0.0003452869	0.02279859	0.02727159	0.02455785	0.1534748	0.001246721
209000	0.989743	-16.5054	17.4951	0.001204764	0.0001248814	0.0002515001	0.006731774	0.08050105	0.1048645	0.03152381	0.09833364
209500	1.44511	-18.4668	19.9119	0.07154938	0.0003409753	0.001408587	0.007802871	0.01192541	0.04980434	0.03823082	0.02163445
210000	-1.88097	-19.3098	17.4289	0.004863608	0.004522695	0.0002155222	0.02995055	0.02521639	0.008637879	0.2411911	0.01225157
210500	-3.99958	-20.078	16.0784	0.04033556	0.002701717	0.001496723	0.0697886	0.02572537	0.03891224	0.1420697	0.07334205
211000	-3.95068	-20.8294	16.8788	0.0196006	0.007259725	0.001637017	0.02515737	0.01407716	0.02111858	0.2429764	0.02252788
211500	-9.09682	-21.3387	12.2419	0.1132626	0.008075247	0.001402479	0.0002812219	0.1337694	0.1757987	0.09737876	0.05623095
212000	-3.11034	-19.2858	16.1755	0.07039474	0.002471183	0.002711614	0.02694021	0.03579472	0.004779717	0.1992179	0.04721024
212500	-6.66174	-20.8714	14.2097	0.1161983	0.003891144	0.003321708	0.1257854	0.008716962	0.03307531	0.1462519	0.05056954
213000	-2.44537	-20.6986	18.2532	0.05111587	0.00391062	0.001720336	0.04211541	0.0341384	0.02890693	0.112369	0.01135544
213500	-1.74016	-19.4019	17.6617	0.03830619	0.0008461129	0.0007473151	0.03464148	0.05845715	0.05015467	0.05590155	0.07615278
214000	-1.42925	-20.8504	19.4211	0.02526658	0.0007505487	0.001666227	0.07654573	0.003810073	0.03570512	0.04235934	0.0411332
214500	-5.24754	-18.8161	13.5685	0.09270977	0.000173956	0.004800804	0.05259106	0.01658123	0.1436286	0.17134	0.03804119
215000	-4.79969	-19.5795	14.7798	0.06556785	0.002465503	0.003625452	0.004087165	0.08580197	0.03617147	0.2057345	0.05584956
215500	-9.03743	-22.6085	13.5711	0.1545676	0.004455302	0.01898687	0.008133067	0.06246506	0.006542789	0.2514647	0.01312233
216000	-2.44246	-19.1739	16.7314	0.02868723	0.000954286	0.0009844404	0.03688283	0.03592162	0.02058215	0.1784153	0.05929509
216500	-2.41301	-18.9128	16.4998	0.04860258	0.0007219715	0.002522566	0.007250756	0.008151044	0.03542994	0.2703512	0.0002748017
217000	-7.84046	-20.3531	12.5127	0.1076821	0.001710697	0.001444618	0.05255289	0.2146136	0.07601603	0.0549059	0.06373434
217500	2.0529	-19.8692	21.9221	0.02204343	0.0004455438	0.0008258535	0.0181764	0.009722974	0.01458055	0.01761732	0.01877678
218000	-2.04136	-21.1323	19.091	0.08212457	0.002309239	0.002501595	0.0007328489	0.06081742	0.01403182	0.07744946	0.003776934
218500	-5.91167	-20.3363	14.4246	0.0307988	0.001387584	0.00132087	0.09663647	0.08013634	0.1004143	0.05460537	0.1117619
219000	-4.99926	-20.8216	15.8223	0.1424481	0.001621779	0.01327421	0.005021824	0.05285862	0.03671023	0.1408982	0.01434463
219500	-5.24702	-21.5585	16.3115	0.01989752	0.004080335	0.002017557	0.05272569	0.06325768	0.05628917	0.1581505	0.02629896
220000	-1.40451	-22.3407	20.9362	0.03115836	0.001297057	0.00142106	0.03649102	0.03509106	0.01800477	0.01697418	0.01104494
220500	2.27802	-17.5607	19.8387	0.001082667	0.0003439032	0.0001207468	0.008785583	0.05012808	0.01816174	0.03422661	0.09351012
221000	0.123076	-17.1407	17.2638	0.01399112	0.0002275719	0.0002224769	0.006914408	0.08039473	0.1564953	0.005618412	0.07123974
221500	1.46584	-17.0661	18.5319	0.002229941	0.0005102225	6.874313e-05	0.01273576	0.05393847	0.08550716	0.03776396	0.07894255
222000	-8.41408	-21.6618	13.2477	0.1299427	0.004564372	0.006884993	0.04291626	0.158087	0.04103767	0.08875354	0.06371896
222500	-4.1892	-19.6444	15.4552	0.04794452	0.001058441	0.001641587	0.02697187	0.08746328	0.2122864	0.04516987	0.002994982
223000	-4.03886	-19.5665	15.5276	0.01483837	0.002647734	0.000518983	0.01389295	0.1806484	0.007726511	0.128128	0.0735116
223500	0.176374	-19.2039	19.3802	0.0001888321	0.0001779823	0.000844894	0.03847604	0.02005167	0.05908392	0.04670886	0.06374875
224000	-2.1628	-19.5459	17.3831	0.01902815	0.0009798696	0.001256764	0.04063146	0.06846646	0.003423493	0.1676512	0.02769889
224500	-6.53069	-19.7873	13.2566	0.2223685	0.0006034476	0.004886285	0.03535794	0.06481257	0.1593749	0.04512509	0.002932817
225000	-0.606835	-18.6966	18.0898	0.08281683	0.001107942	0.002003566	0.002396365	0.0191885	0.02610191	0.1273627	0.03282674
225500	-8.88603	-19.8632	10.9772	0.1040122	2.757677e-05	0.001254145	0.07179799	0.06392339	0.1921334	0.09522651	0.1210595
226000	1.47827	-17.5522	19.0304	0.01735981	0.0001433526	0.0002827736	0.01012413	0.009221228	0.1792912	0.01160744	0.01874082
226500	1.54882	-18.2927	19.8415	0.03180588	0.0002260273	0.0008616756	0.004200342	0.04224844	0.01104747	0.0849981	0.03083085
227000	-3.08065	-19.4513	16.3707	0.06773131	0.00241926	0.001611103	0.02522433	0.06103048	0.04355694	0.1291623	0.04902393
227500	-1.19643	-19.3272	18.1308	0.1551391	0.0003339551	0.007141688	0.02126885	0.03299862	0.0633251	0.005429082	0.006117495
228000	-6.03024	-20.8304	14.8002	0.1021979	0.002791312	0.005002309	0.01712965	0.1763684	0.04816625	0.06055237	0.04607629
228500	-5.66245	-21.5416	15.8791	0.07922134	0.000510313	0.005361698	0.02170057	0.08475932	0.05512652	0.0412605	0.1163973
229000	-3.06093	-19.7473	16.6863	0.02249647	0.005569006	0.001123506	0.01129409	0.0174733	0.003687858	0.2487534	0.05357784
229500	-3.74368	-21.283	17.5394	0.06013337	0.0006399417	0.001185364	0.02602755	0.01320748	0.1166252	0.0250525	0.07845375
230000	-1.49112	-19.4812	17.9901	0.0693421	0.001316805	0.003865805	0.03784126	0.005128069	0.03484859	0.1266192	0.01982509
230500	-4.18429	-20.4795	16.2952	0.07654736	0.002685971	0.003153346	0.01178371	0.05344704	0.04597143	0.1154275	0.07451509
231000	-12.3931	-25.8838	13.4907	0.07581223	0.005417709	0.006407877	0.1042049	0.1073045	0.186215	0.02268848	0.01570597
231500	1.54769	-19.8872	21.4349	0.01739831	0.0004391385	0.0005868527	0.01176554	0.0556337	0.008275396	0.01891655	0.0135324
232000	-0.708683	-19.2553	18.5466	0.03205134	0.001336235	0.001458486	0.01813026	0.03699	0.05833529	0.09373745	0.02892523
232500	-4.32089	-18.8863	14.5654	0.2642607	0.0001274913	0.01207041	0.03771395	0.002763793	0.04308781	0.09489571	0.01510119
233000	-2.3752	-20.5466	18.1714	0.02697978	0.002436902	0.000439969	0.01093212	0.07011795	0.00184287	0.09751118	0.07946129
233500	-8.59705	-21.2425	12.6455	0.1268105	0.002994176	0.006633927	0.2122742	0.01838987	0.04902902	0.1158446	0.03404369
234000	-2.58542	-18.9309	16.3455	0.06493733	0.002268369	0.001769413	0.01050915	0.0217707	0.02657149	0.2151431	0.0380495
234500	-3.49292	-18.8824	15.3894	0.1618793	0.0003533224	0.008704432	0.004641412	0.06602567	0.04127445	0.1053594	0.04058302
235000	2.10562	-18.1266	20.2322	0.04398069	0.0003474197	0.0006510669	0.01033885	0.02154865	0.09181766	0.006134677	0.01186406
235500	-1.16442	-20.6667	19.5023	0.04193026	0.002606208	0.002622238	0.03791694	0.01122576	0.003684777	0.1061433	0.01705029
236000	-2.62142	-19.7651	17.1436	0.05565712	0.0009470173	0.001858033	0.006629914	0.07273669	0.04925648	0.04261203	0.1114134
236500	-4.81785	-20.7326	15.9147	0.12012	0.0008396818	0.0110387	0.01173618	0.04998172	0.1995978	0.003619037	0.005623438
237000	-3.72081	-18.9538	15.233	0.03409986	0.001400021	0.0006375558	0.03519725	0.03597075	0.1136532	0.1542349	0.06144909
237500	-5.34602	-20.9975	15.6514	0.09032696	0.0004931289	0.008132055	0.1416536	0.004982896	0.01846597	0.1012274	0.05043869
238000	0.802291	-17.6744	18.4767	0.02055867	8.043351e-05	0.0003809286	0.005927236	0.03232079	0.1158353	0.007279609	0.09207466
238500	-5.38685	-19.6877	14.3008	0.1676464	0.001353539	0.00284933	0.06298983	0.01309567	0.05772011	0.1337907	0.04380642
239000	-4.77022	-19.5315	14.7613	0.08051136	0.001071338	0.005235728	0.02064442	0.04998287	0.03447719	0.2111337	0.05717084
239500	-4.06718	-18.5622	14.495	0.1220903	4.206236e-05	0.004731149	0.04444139	0.02269795	0.1709178	0.08195839	0.02666424
240000	-6.9038	-19.1509	12.2471	0.3229973	0.001929153	0.005236454	0.0003704416	0.0585924	0.1129465	0.05280789	0.03105762
240500	-2.82897	-19.5329	16.7039	0.1485732	0.003409742	0.004903872	0.004815377	0.01264547	0.005311478	0.1638238	0.01961563
241000	-3.23295	-19.585	16.3521	0.03951306	0.001320565	0.0003044786	0.06200883	0.05145175	0.1307178	0.03473521	0.06063608
241500	-1.4721	-18.104	16.6319	0.009848234	0.000766515	0.0006492903	0.01693731	0.06061387	0.005963176	0.2387411	0.03318034
242000	-4.65968	-18.5779	13.9182	0.0096419	0.002662283	0.0001955608	0.01801982	0.09148588	0.03852872	0.1995625	0.1422871
242500	-0.673024	-19.0921	18.4191	0.04337482	0.003425503	0.001340172	0.0002974585	0.007778894	0.004705075	0.1986572	0.01775837
243000	-5.81293	-21.9255	16.1126	0.0687348	0.0005936823	0.007709354	0.006287813	0.08956704	0.1222377	0.05429855	0.04323511
243500	-2.60417	-20.1302	17.5261	0.05286016	0.003462539	0.001458948	0.01416013	0.05785397	0.08007372	0.09446172	0.01765871
244000	-2.45285	-21.4527	18.9998	0.005457609	0.0008722271	0.001123533	0.04304673	0.01363172	0.1024375	0.04727556	0.03445809
244500	-5.75899	-21.6383	15.8793	0.09931781	0.00322461	0.007535605	0.02690506	0.01883339	0.09900162	0.1364765	0.01303268
245000	-2.28198	-20.2386	17.9566	0.09841248	0.001218031	0.001597708	0.04334284	0.001577226	0.07107694	0.06137755	0.02185996
245500	-3.65686	-22.2146	18.5577	0.04065829	0.004604735	0.001754491	0.003476363	0.06914752	0.001123271	0.07642115	0.07322196
246000	-6.20321	-21.9969	15.7937	0.009329189	0.005048583	0.003092449	0.1679163	0.0003276962	0.002118186	0.1795135	0.04126418
246500	-2.71382	-19.9122	17.1984	0.07624087	0.000624083	0.00111073	0.03957109	0.02570697	0.1366999	0.004073528	0.05434566
247000	-4.97574	-21.4577	16.482	0.1524253	0.003941492	0.009594714	0.01436579	0.06198683	0.03771304	0.08882834	0.005337953
247500	-2.14737	-19.7489	17.6015	0.05113851	0.0005546044	0.003070917	0.06191814	0.00443292	0.07601657	0.08405021	0.03703407
248000	-1.18321	-18.1541	16.9709	0.01183423	7.466414e-05	0.0003217012	0.03531438	0.08914881	0.09004312	0.07450905	0.04850174
248500	2.09331	-17.3299	19.4233	0.002052968	0.0005077012	0.0002164	0.01432517	0.04384202	0.02730398	0.1033501	0.03553195
249000	-2.06442	-18.7131	16.6487	0.1412417	0.0002205168	0.005214721	0.03739924	0.01228086	0.08549458	0.06815875	0.01584662
249500	-3.71945	-20.2812	16.5617	0.04038475	0.00299399	0.003115249	0.02661224	0.04281673	0.00615336	0.1768538	0.07127796
250000	-1.53231	-18.754	17.2217	0.03304373	0.0006865302	0.001716836	0.03921243	0.01800706	0.04344576	0.1657587	0.03533812
250500	-7.2989	-20.2769	12.978	0.145134	0.0004484276	0.01008288	0.1041207	0.08099186	0.1717191	0.02130182	0.01559497
251000	-3.11946	-19.0335	15.9141	0.1450044	0.001016043	0.006133212	0.006753679	0.07120683	0.02720312	0.1115584	0.03371412
251500	-6.28847	-20.2268	13.9383	0.146044	0.003853025	0.008143338	0.009371582	0.07948049	0.108733	0.1434533	0.002297163
252000	-2.80959	-20.6454	17.8358	0.04285207	0.0006584339	0.003328845	0.003987367	0.02796164	0.1194212	0.08566099	0.02263268
252500	-7.24034	-19.4046	12.1642	0.04500151	0.0007671423	0.001917269	0.04908222	0.08692455	0.008533956	0.1625208	0.2353331
253000	-1.16008	-20.8036	19.6435	0.1174595	0.00196072	0.002974339	0.01194954	0.02197366	0.0292156	0.02988326	0.0007019051
253500	-9.23562	-21.3077	12.0721	0.009694165	0.002618357	0.001490698	0.1491968	0.1931775	0.06391819	0.1000355	0.0745576
254000	-1.5561	-19.9069	18.3508	0.01057698	0.001096257	0.0006065471	0.03240801	0.1132673	0.02895885	0.03689352	0.05694774
254500	-1.02433	-18.1913	17.1669	0.001661733	0.001256664	0.0002456237	0.01232062	0.1545889	0.01445892	0.06948813	0.08592556
255000	-6.4203	-19.8722	13.4519	0.1402408	0.00206222	0.006297231	0.007740768	0.04362845	0.1609049	0.1278408	0.03698432
255500	-2.33157	-19.4048	17.0733	0.01287476	0.0005299601	0.0002366813	0.02494653	0.01149073	0.08594713	0.1370116	0.07159148
256000	-6.80095	-20.5594	13.7585	0.06621746	0.001531134	0.002612534	0.02476972	0.2105862	0.05968956	0.02137494	0.1235883
256500	-2.3265	-20.8335	18.507	0.01207972	0.0005138726	0.0004956862	0.03889761	0.06622429	0.04430953	0.002900239	0.1075214
257000	-6.33587	-21.1398	14.8039	0.00685216	0.001968411	0.003140866	0.09799871	0.03687832	0.07817742	0.1442578	0.08882355
257500	-3.90631	-19.3306	15.4243	0.09893728	0.0002866018	0.003146609	0.08113223	0.06950339	0.1044873	0.02470075	0.04488579
258000	2.5775	-17.4113	19.9888	0.008775661	8.179729e-05	5.794145e-05	0.006922038	0.08933691	0.01053926	0.02171673	0.06142035
258500	-2.45963	-21.3363	18.8767	0.0413708	0.002239	0.002202535	0.03538891	0.04905925	0.05156229	0.04868756	0.02394854
259000	1.26865	-18.6028	19.8714	0.05111727	0.001121842	0.0009940244	0.003692802	0.01550191	0.02000297	0.09090034	0.02139081
259500	3.45385	-16.7701	20.224	0.002999297	8.49359e-05	5.4265e-05	0.0009799258	0.04120208	0.03455496	0.03253502	0.07468287
260000	-5.31136	-19.8483	14.5369	0.05906741	0.001724504	0.002591556	0.01652429	0.1036739	0.1565944	0.1241533	0.007118999
260500	0.673931	-19.5849	20.2589	0.03528597	0.001202546	0.001505487	0.01666405	0.01270229	0.05804046	0.05239185	0.007557324
261000	-0.732538	-19.4999	18.7674	0.08885711	0.0001683297	0.003419858	0.03615393	0.05514243	0.04236681	0.009140427	0.02467546
261500	-2.26271	-20.8522	18.5895	0.0999727	0.000405841	0.007596105	0.02829723	0.01178604	0.03297317	0.08570201	0.002084796
262000	-8.28919	-19.8818	11.5926	0.09700817	0.0009481782	0.002100063	0.09071025	0.064826	0.03695402	0.1871476	0.138967
262500	-4.56175	-19.3951	14.8333	0.05313063	0.002008294	0.003649753	0.06200746	0.03685836	0.01623917	0.2203401	0.0623934
263000	-4.07537	-20.0499	15.9745	0.04400147	2.880092e-05	0.001911811	0.06499232	0.09989606	0.06576916	0.1015693	0.02139704
263500	-5.43402	-19.4377	14.0037	0.02697412	6.363079e-05	0.002133769	0.1501498	0.04959168	0.08690798	0.09847486	0.08381057
264000	-0.42418	-19.1568	18.7326	0.05181064	0.001617454	0.0008613326	0.002726221	0.05997046	0.1099522	0.02555085	0.009171324
264500	-8.02777	-19.7763	11.7486	0.03077921	0.0001093062	0.002638166	0.1148576	0.08744024	0.08126678	0.09043298	0.2033405
265000	-6.15082	-21.3735	15.2226	0.102964	0.002789256	0.0007493417	0.02774198	0.02631713	0.1477156	0.06869535	0.06018852
265500	-7.06286	-22.5135	15.4506	0.07403218	8.725517e-05	0.0040657	0.2029796	0.05087993	0.03248709	0.0186573	0.04257271
266000	-3.24722	-21.8988	18.6516	0.023139	0.0007100569	0.004345789	0.04067278	0.004718967	0.01669921	0.1539249	0.02150465
266500	3.54311	-17.3574	20.9005	0.02559176	4.540585e-05	0.0002096541	0.007996466	0.01695275	0.08028771	0.01425982	0.007925022
267000	-2.59031	-19.161	16.5707	0.04700076	0.002515841	0.001062427	0.002222387	0.05347232	0.1322462	0.1263761	0.004864086
267500	-2.1728	-21.3968	19.224	0.04471	0.00103018	0.003041517	0.01669506	0.007268148	0.01927188	0.09762455	0.04745357
268000	-2.58353	-19.7177	17.1342	0.06029498	7.853566e-05	0.00280509	0.05679417	0.05504071	0.01331018	0.1320373	0.02122378
268500	-5.15579	-22.2915	17.1357	0.06558219	0.005143198	0.002102201	0.09876486	0.01722681	0.05450184	0.08245277	0.01573442
269000	-1.15081	-19.8103	18.6595	0.05543203	0.00189565	0.001431972	0.0145065	0.02176214	0.0806188	0.07091844	0.01875215
269500	-2.70414	-20.0509	17.3467	0.1936572	0.0007677123	0.0026158	0.0134364	0.01165976	0.0004596867	0.05749313	0.05086587
270000	-3.27818	-19.8227	16.5445	0.06361731	0.0001035694	0.0026396	0.09055363	0.0696958	0.008999409	0.07489125	0.06056858
270500	-7.7463	-22.6011	14.8548	0.0448943	0.00176445	0.003140193	8.666427e-05	0.06566071	0.1788814	0.09628419	0.06484251
271000	-4.70958	-19.4354	14.7258	0.07727303	0.004529827	0.001642834	0.01268633	0.05115281	0.05426726	0.2197175	0.04073402
271500	2.34181	-17.7374	20.0792	0.01674866	0.00140593	6.064063e-05	0.0007976294	0.009481245	0.02697372	0.1240366	0.01482887
272000	-2.15955	-19.1331	16.9736	0.09949278	0.0006597504	0.005086331	0.000394023	0.05917562	0.1051795	0.04211441	0.03751112
272500	-0.188715	-17.6986	17.5099	0.005518367	0.0001381919	0.0004063498	0.01770944	0.05809009	0.02399192	0.1214097	0.09553452
273000	-4.2588	-19.199	14.9402	0.05393853	0.0002796373	0.002811756	0.05037441	0.02537521	0.2368381	0.05126601	0.03040066
273500	-5.77852	-21.1197	15.3411	0.1472697	0.003892545	0.006348798	0.06972481	0.02023131	0.007514167	0.1610591	0.01519583
274000	-1.96609	-19.4613	17.4952	0.07570407	0.0006447559	0.002777998	0.002115318	0.03208548	0.01021868	0.1272245	0.07276105
274500	0.730158	-18.0271	18.7573	0.03395427	0.0002500727	0.001060781	0.01450974	0.0165371	0.1078058	0.06527081	0.02104056
275000	-8.03549	-21.08	13.0445	0.05880785	0.01501333	1.922139e-05	0.01563221	0.06424656	0.05827965	0.3125454	0.02152381
275500	-2.33089	-19.3454	17.0145	0.05191565	0.00117152	0.003190399	0.05468275	0.005416373	0.003643705	0.1676179	0.05993016
276000	-3.25616	-20.5225	17.2663	0.05313025	0.0006446405	0.003718456	0.01673862	0.09299726	0.01850308	0.05581287	0.09343222
276500	3.49741	-19.0493	22.5467	0.02314548	0.0004011805	0.0004423995	0.0002099439	0.003170814	0.01134558	0.01662787	0.01561625
277000	0.445234	-18.4055	18.8507	0.02905811	0.000193092	0.000774536	0.01799321	0.02211237	0.08885015	0.03858366	0.05819269
277500	-8.54396	-19.2574	10.7134	0.1294455	0.0001607194	0.003426368	0.06585449	0.1307986	0.1204855	0.02996523	0.1824846
278000	-1.80257	-19.2524	17.4498	0.008772069	0.0008017156	0.0008409525	0.04919401	0.002566973	0.1665435	0.09523575	0.001848328
278500	-1.22798	-20.0493	18.8213	0.09498643	0.0008032946	0.003598313	0.04464904	0.0182239	0.02388272	0.04556801	0.02551689
279000	-1.25111	-19.4613	18.2102	0.005441631	0.0003553948	0.001119637	0.002398109	0.07767046	0.0173769	0.106904	0.07651583
279500	-2.46356	-20.1907	17.7272	0.05210284	0.002783866	0.001440458	0.01148957	0.08087561	0.0730677	0.06077542	0.02939931
280000	-7.20056	-23.0062	15.8056	0.05334288	0.0006591748	0.006391685	0.02115754	0.1021785	0.009316487	0.09093852	0.1240276
280500	-1.92027	-19.503	17.5827	0.01678341	0.000247749	0.001700808	0.06754733	0.06715401	0.03029838	0.07040407	0.06502025
281000	-1.88772	-20.722	18.8343	0.05790995	0.0005779693	0.00318384	0.04154375	0.04983301	0.07912108	0.02432103	8.864607e-05
281500	-2.01789	-19.979	17.9611	0.2007479	8.010479e-06	0.01299014	0.02358991	8.328649e-05	0.001251129	0.04686721	0.01469915
282000	-6.16462	-25.9817	19.817	0.0854751	0.005972574	0.00312561	0.02135845	0.0198105	0.0116548	0.04689507	0.01314904
282500	-2.36196	-18.6749	16.3129	0.03291101	0.0005911227	0.0008298035	0.005302367	0.106515	0.1192366	0.0007832486	0.116477
283000	-1.65447	-18.7448	17.0903	0.01350114	6.298144e-05	0.001189121	0.08143675	0.01102778	0.1653496	0.05139954	0.01980861
283500	2.53566	-18.9461	21.4818	0.02336678	0.0003535339	0.0008004173	0.02064848	0.006959374	0.018279	0.03526321	0.01853308
284000	-4.83936	-19.8706	15.0313	0.08780127	0.0003704582	0.00279802	0.02183927	0.08110616	0.01552042	0.0500661	0.1872283
284500	-3.85517	-19.6978	15.8426	0.02829527	0.003016484	0.000519868	0.06607773	0.05371835	0.1264547	0.1150503	0.01302873
285000	2.47612	-18.3736	20.8497	0.0439772	0.0005160703	0.001731342	0.004148415	0.008830133	0.01964552	0.07491978	0.002039035
285500	-5.51365	-21.5292	16.0156	0.1027353	0.001361318	0.007528939	0.06612729	0.09937828	0.06953849	0.02719723	0.02364631
286000	-5.82945	-21.0883	15.2588	0.123742	0.0009629287	0.007488328	0.01771841	0.1206261	0.004463967	0.1483429	0.01200581
286500	-5.40593	-20.463	15.0571	0.006534959	0.001838419	0.0003380693	0.0578443	0.1377379	0.120665	0.069674	0.05080538
287000	-1.28419	-19.6107	18.3265	0.09279306	0.0006279826	0.006416654	0.003803151	0.02350695	0.1529519	0.001217442	0.0006517528
287500	-1.88848	-19.5229	17.6344	0.07476177	0.001965127	0.002571245	0.01724645	0.04835565	0.0825608	0.08713942	0.001970073
288000	-2.475	-18.0794	15.6044	0.009476069	0.001491691	0.0003355714	0.01752137	0.09985332	0.06116609	0.1605427	0.06768828
288500	-1.1582	-18.3399	17.1817	0.003453736	0.00133218	0.0002596269	0.03007445	0.03839112	0.05319497	0.2036493	0.008851299
289000	0.990716	-19.5535	20.5442	0.08975623	0.001361057	0.003190471	0.004308149	0.01150654	0.01492362	0.04500555	0.001031299
